id,Title,Content,SKU,"Product Type","Parent Product ID","Товар UWCF Colors","Товар UWCF Sizes","Product Attributes"
636,"Продажа земельного участка вблизи метро 23-го Августа","<h4><em>Предлагается к продаже редкий вариант хорошего участка для постройки собственного дома, который расположен по адресу г. Харьков, ул. Кузнецкая, 28. Участок расположен в самом чистом и престижном административном районе города.</em>
<em>Преимущества участка:</em>
<em>- участок ровный, правильной прямоугольной формы;</em>
<em>- все необходимые коммуникации уже заведены на участок: свет, вода, газ, канализация;</em>
<em>- широкая асфальтированная улица;</em>
<em>- шаговая доступность метро 23-го Августа, 10 минут;</em>
<em>- удобный заезд с ул. Клочковской;</em>
<em>- приличные соседи;</em>
<em>- удачное расположение участка - практически в центре города, но вдали от шумных улиц.</em></h4>
<h4><em>Общая площадь участка - 9, 58 соток</em>
<em>Длинна участка - 40 м</em>
<em>Ширина участка - 25 м</em>
<em>Кадастровый номер - 6310136300:09:023:0029</em></h4>
<h4><em>Вложите выгодно деньги и постройте дом своей мечты!</em></h4>",,simple,0,,,
643,"Продажа 3-х ком. квартиры в новострое ЖК Искринский","<h4><em>Продается 3-х комнатная квартира, которая расположена в центральном районе города, вблизи станции метро Защитников Украины, в новостройке ЖК Искринский, по адресу ул. Искринская, 17.</em>
<em>Характеристика квартиры:</em>
<em>- материал наружных стен дома - кирпич, материал перекрытий - железобетон;</em>
<em>- планировка квартиры: кухня-студия и две раздельные спальни;</em>
<em>- квартира с капитальным ремонтом;</em>
<em>- в квартире два санузла, площадью 4,8 кв.м. и 2 кв.м.;</em>
<em>- в квартире два балкона: на кухне и в спальне;</em>
<em>-квартира расположена на 9-м этаже 9-ти этажного дома, есть чердак;</em>
<em>-в шаговой доступности находится станция метро Защитников Украины.</em></h4>
<h4><em>Общая площадь квартиры - 84,6 кв.м.</em>
<em>Жилая площадь - 55,4 кв.м.</em>
<em>Площадь кухни - 10 кв.м.</em>
<em>Высота потолков - 3 м</em>
<em>Станьте владельцем уютной, большой, семейной квартиры.</em></h4>",,simple,0,,,
655,"Продажа цокольного помещения в новострое возле метро Студенческая","<h4><em>Продажа помещения в цокольном этаже 16-ти этажного новостроя по адресу ул. Академика Павлова, 142б.</em></h4>
<em>Характеристика объекта:</em>
<em>- помещение оборудовано несколькими входами;</em>
<em>- в помещении частично выполнен ремонт;</em>
<em>- хороший, широкий асфальтированный подъезд к дому;</em>
<em>- вокруг дома круговое движение;</em>
<em>- электроввод 3-х фазный на 15 кВт;</em>
<em>- помещение находится в 7 минутах ходьбы от метро Студенческая;</em>
<em>- на данный момент помещение используется под интернет магазин и под швейное производство.\</em>",,simple,0,,,
663,"Продажа рентабельно помещения в центре города","<h4><em>Продажа помещения расположенного в центре города на 1-м этаже легендарного жилого дома ""Дом со шпилем"" по адресу пер. Армянский, 1/3, который является одной из достопримечательностью города, и входит в так называемые ""Семь чудес Харькова"".</em></h4>
<em>Характеристика помещения:</em>
<em>- помещение находится по красной линии и оборудовано отдельным входом;</em>
<em>- помещение включает в себя: торговый зал, кабинет директора, кабинет менеджера, столовую, подсобные помещения и санузел;</em>
<em>- магазин оборудован пожарной и тревожной сигнализацией;</em>
<em>- электроввод - два отдельных ввода, 3 фазный 15 кВт.;</em>
<em>- центральное отопление;</em>
<em>- помещение с хорошим ремонтом;</em>
<em>- помещение находится в центральном административном районе города и в 3 мин. ходьбы от станции метро Площадь Конституции;</em>
<em>- в настоящее время помещение сдано в аренду надежному и стабильному арендатору и с первых дней покупки будет приносить вам доход.</em>",,simple,0,,,
673,"Аренда возле метро ""Дворец спорта""","<h4><em>Аренда магазина, расположенного по адресу г. Харьков, пр. Московский №190/2 (возле станции метро ""Дворец спорта"").</em>
<em>Рядом расположены</em>
<em>станция метро “Дворец спорта”</em>
<em>остановки гор. транспорта</em>
<em>стоматология</em>
<em>супермаркет электротехники “Comfy”</em>
<em>отделение банка ""UniCredit Bank""</em></h4>",,simple,0,,,
686,"Продажа/обмен помещения на Отакара Яроша","<h4><em>Продажа помещения по адресу г. Харьков, ул. Отакара Яроша, 61.</em>
<em>В помещении сделан ремонт.</em>
<em>Рядом расположены</em>
<em>остановка гор.транспорта</em>
<em>станция метро ""23 августа""</em>
<em>продмаркеты ""АТБ"" и ""Авоська""</em>
<em>кинотеатр им. Довженко</em>
<em>Канатная дорога</em></h4>",,simple,0,,,
693,"Продажа здания под склад/производство","<h4><em>Продажа здания под склад/производство, расположенного по адресу г. Харьков, ул. Измайловская, 11-А.</em>
<em>Здание расположено в промышленной зоне, состоит из трех этажей. Есть своя огражденная территория, отдельный въезд.</em>
<em>В здание заведены вода, канализация, электричество (свой ТП - 120 кВт.), отопление автономное газовое.</em>
<em>Общая площодь - 1797,8 кв. м.</em>
<em>1-й этаж - 586,1 кв. м.</em>
<em>2-й этаж - 583,6 кв. м.</em>
<em>3-й этаж - 593,2 кв. м.</em>
<em>Участок - 29 соток- кадастровый номер.</em></h4>",,simple,0,,,
706,"Аренда офисного здания в центре Харькова","<h4><em>Бизнес центр состоит из трех этажей и подвала</em>
<em>Рядом с помещением расположены станция метро, остановки гор.транспорта, Горсовет и множество торговых и административных объектов</em>
<em>Рядом с помещением расположены</em>
<em>Станция метро “Площадь Конституции (Советская)”</em>
<em>Остановка гор.транспорта</em>
<em>Горсовет, Дворец труда, Детский мир</em>
<em>магазин ""Цитрус"", и множество других торговых и административных объектов</em></h4>
<h4><em>В бизнес центре сделан ремонт, установлена система автономного газового отопления, есть все коммуникации, мощность электроввода - 25 кВт (можно потреблять до 100 кВт)</em>
<em>Площадь - 833,7 кв. м.</em>
<em>1-й этаж - 207,9 кв. м.</em>
<em>2-й этаж - 225,7 кв. м.</em>
<em>мансарда - 231,7 кв. м.</em>
<em>подвал - 168,4 кв. м.</em></h4>",,simple,0,,,
728,"Аренда магазина метро ""Дворец Спорта""","<h4><em>Аренда магазина, расположенного в жилом доме возле метро Дворец Спорта (Маршала Жукова) по адресу г. Харьков, пр.Маршала Жукова (Перта Григоренка), 3</em></h4>
<h4><em>Рядом с магазином проходят очень плотные потоки пешеходов.</em>
<em>Рядом расположены</em>
<em>станция метро ""Дворец Спорта"" (“Маршала Жукова”)</em>
<em>аптека ""Здоровье"", ""Аптека Низкие Цены""</em>
<em>отделение банка ""Ощадбанк""</em>
<em>остановки гор. транспорта</em>
<em>стоматология</em>
<em>супермаркет электротехники “Comfy”, магазин ""АЛЛО""</em></h4>
<h4><em>В магазине сделан ремонт, есть все необходимые коммуникации</em></h4>",,simple,0,,,
736,"Аренда под танцы, мед. центр, фитнес, офис на Салтовке","<h4><em>Аренда помещения по адресу г. Харьков, ул. Родниковая №9-А (Северная Салтовка, район ТЦ ""Экватор"").</em></h4>
<em>Предлагаемое помещение располагается на первом и втором этаже элитного кирпичного новостроя в центре густонаселенного микрорайона Северной Салтовки.</em>
<em>Помещение расположено рядом с фитнес клубом ""Авокадо"" и школой раннего развития ""Теремок"", отличается плотным пешеходным потоком. В непосредственной близости к помещению находится место отдыха местного населения - Китлярчин Яр.</em>
<em>В помещении сделан свежий ремонт, есть санузел и душевая.</em>

<em>Около помещения проходят очень плотные потоки пешеходов к метро и в ТЦ “Экватор”.</em>
<em>Население района - 150 тыс. человек.</em>

<em>Общая площадь помещения - 216,5 кв. м.</em>
<em>1-й этаж - 64,2 кв.м.</em>
<em>2-й этаж - 152,3 кв.м.</em>",,simple,0,,,
766,"Продажа магазина на Одесской!!!","<h4><em>Продажа помещения, расположенного рядом с остановкой гор.транспорта по адресу г. Харьков, проспект Героев Сталинграда, 7 (район Одесской).</em>
<em>Магазин расположен на первом этаже жилого дома.</em>
<em>В непосредственной близости с объектом расположены:</em>
<em>остановка гор.транспорта</em>
<em>супермаркеты ""Дигма"", ""АТБ"", “Класс” и “Сельпо”, ""АТБ"", ТЦ ""SUNMALL""</em></h4>",,simple,0,,,
778,"Аренда возле метро ""Проспект Гагарина""","<h4><em>Помещение расположено на цокольном этаже жилого дома по адресу ул. Вернадского, 1. (метро Проспект Гагарина)</em>
<em>В помещении сделан ремонт, есть отдельная входная группа.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>ж/д вокзал ""Левада""</em>
<em>станция метро ""Проспект Гагарина""</em></h4>",,simple,0,,,
787,"Продажа магазина возле станции метро ""Дворец Спорта""","<h4><em>Продажа магазина, расположенного в жилом доме возле метро ""Дворец Спорта"" (Маршала Жукова) по адресу г. Харьков, пр.Маршала Жукова (Перта Григоренка), 3</em>
<em>Рядом с магазином проходят очень плотные потоки пешеходов.</em>
<em>Рядом расположены</em>
<em>станция метро ""Дворец Спорта"" (“Маршала Жукова”)</em>
<em>аптека ""Здоровье"", ""Аптека Низкие Цены""</em>
<em>отделение банка ""Ощадбанк""</em>
<em>остановки гор. транспорта</em>
<em>стоматология</em>
<em>супермаркет электротехники “Comfy”, магазин ""АЛЛО""</em></h4>",,simple,0,,,
790,"Продажа двухуровневой квартиры с паркингом возле Парка Горького","<h4><em>Квартира расположена на первом и цокольном этажах элитного клубного новостроя со своей огражденной территорией.</em>
<em>Цоколь идеально подходит под кинозал, спорт зал, игровые,гардеробные комнаты, кухню и.т.д.</em>
<em>В подъезде выполнен качественный ремонт с применением дорогих материалов, установлено видео наблюдение по всей территории.</em>
<em>В квартире автономное газовое отопление (установлен немецкий двухконтурный котел VIESSMANN)</em>
<em>Общая площадь квартиры - 298,1 кв. м. (жилая - 109,4 кв. м., кухня - 24,2 кв. м.)</em>
<em>Площадь 1-го этажа – 149,3 кв. м.</em>
<em>Площадь цокольного этажа – 148,8 кв. м.</em></h4>",,simple,0,,,
818,"Аренда второго этажа в Змиеве ТЦ Полет","<h4><em>Помещение расположено в одном из оживленных мест города Змиев, на втором этаже отдельно стоящего торгового центра.</em>
<em>Здание расположено на развилке насыщенных улиц Пролетарское шоссе и Тарановское шоссе, внутри жилого микрорайона с многоэтажными домами рядом с кругом общественного транспорта.</em>
<em>На первом этаже здания расположен продуктовый супермаркет «Полюшко».</em>
<em>Рядом со зданием находятся продовольственный рынок, больница, отделение банка «УкрСиб банк», кафе.</em></h4>",,simple,0,,,
831,"Продажа эксклюзивного офиса в центре","<h4><em>Продажа большого трехэтажного офиса с дорогим свежим ремонтом, расположенного в отреставрированном старинном особняке по адресу г. Харьков, ул. Москалевская (Октябрьской революции), 32. Продажа трехэтажного офиса центр Харькова.</em>
<em>Данный особняк имеет историческую ценность, был построен в 1871 году государственным крестьянином М.Т. Егоровым по проекту архитектора А.Д. Ракова, а в 1911 году новый владелец здания Г.Г. Шмидт осуществил большую перестройку здания и открыл в нем первый в городе Харькове кинотеатр ""Жовтень"", функционировавший до 1991 года, в 1916 году в этом же здании находилась фотография ""Рекорд"".</em></h4>
<h4><em>Расположение отличается близкой доступностью к центру города, на маршрутке до площади Конституции ехать пять минут.</em>
<em>В офисе сделан дизайнерский ремонт в стиле лофт с использованием дорогих материалов, установлена мебель, есть кабинет руководителя с видовой террасой, оборудованная кухня, два санузла (установлена сантехника Groe), оборудованная комната отдыха руководителя с отдельным санузлом и душевой, автономное отопление.</em>
<em>Все коммуникации заменены с использованием современных материалов.</em>
<em>Рядом с офисом расположены остановки гор. транспорта, продуктовый магазин, цирк, парк ""Стрелка"", подвесной мост.</em></h4>
<h4><em>Площадь - 341,8 кв. м.</em>
<em>1 эт. - 61,1 кв. м.</em>
<em>2 эт. - 121 кв. м.</em>
<em>мансарда - 116,1 кв .м.</em>
<em>гараж - 43,6 кв. м.</em></h4>",,simple,0,,,
854,"Аренда эксклюзивного офиса с дизайнерским ремонтом","<h4>Аренда эксклюзивного офиса центр</h4>
<h4><em>Аренда большого трехэтажного офиса с дорогим свежим ремонтом, расположенного в отреставрированном старинном особняке по адресу г. Харьков, ул. Москалевская (Октябрьской революции), 32.</em>
<em>Данный особняк имеет историческую ценность, был построен в 1871 году государственным крестьянином М.Т. Егоровым по проекту архитектора А.Д. Ракова, а в 1911 году новый владелец здания Г.Г. Шмидт осуществил большую перестройку здания и открыл в нем первый в городе Харькове кинотеатр ""Жовтень"", функционировавший до 1991 года, в 1916 году в этом же здании находилась фотография ""Рекорд"".</em></h4>
<h4><em>Расположение отличается близкой доступностью к центру города, на маршрутке до площади Конституции ехать пять минут.</em>
<em>В офисе сделан дизайнерский ремонт в стиле лофт с использованием дорогих материалов, установлена мебель, есть кабинет руководителя с видовой террасой, оборудованная кухня, два санузла (установлена сантехника Groe), оборудованная комната отдыха руководителя с отдельным санузлом и душевой, автономное отопление.</em>
<em>Все коммуникации заменены с использованием современных материалов.</em>
<em>Рядом с офисом расположены остановки гор. транспорта, продуктовый магазин, цирк, парк ""Стрелка"", подвесной мост.</em></h4>
<h4><em>Площадь - 341,8 кв. м.</em>
<em>1 эт. - 61,1 кв. м.</em>
<em>2 эт. - 121 кв. м.</em>
<em>мансарда - 116,1 кв .м.</em>
<em>гараж - 43,6 кв. м.</em></h4>",,simple,0,,,
871,"Аренда на Одесской!!!","<h4><em>Аренда помещения, расположенного рядом с остановкой гор.транспорта по адресу г. Харьков, проспект Героев Сталинграда, 7 (район Одесской).</em>
<em>Офис расположен на первом этаже жилого дома.</em>
<em>В непосредственной близости с объектом расположены:</em>
<em>остановка гор.транспорта</em>
<em>супермаркеты ""Дигма"", ""АТБ"", “Класс” и “Сельпо”, ""АТБ"", ТЦ ""SUNMALL""</em></h4>",,simple,0,,,
872,"Аренда на Ботаническом саду","<h4><em>Аренда помещения по адресу г. Харьков, ул. Отакара Яроша №35.</em>
<em>Объект расположен в элитном районе города - Павлово Поле.</em>
<em>Рядом с помещением расположены</em>
<em>станция метро “Ботанический сад”</em>
<em>остановки гор. транспорта</em>
<em>место отдыха жителей района - Саржин яр</em>
<em>ТЦ “Движение”</em>
<em>супермаркет “Лето”</em></h4>
<em>Состояние - капитальный ремонт, мощность электрического ввода - 50 кВт.</em>
<em>Есть парковка на 25 паркомест</em>
<p style=""text-align: center;"">[ipano id=""1""]</p>",,simple,0,,,
884,"Аренда на перекрестке улицы Валентиновской и проспекта Тракторостроителей","<h4><em>Помещение расположено на втором этаже нежилого здания на очень оживленном перекрестке ул. Блюхера и проспекта Тракторостроителей по адресу г. Харьков, ул. Блюхера №38-Б.</em>
<em>В помещении сделан ремонт, есть все необходимые для комфортной работы коммуникации.</em>
<em>В непосредственной близости к объекту находятся</em>
<em>супермаркет «Класс»продуктовый рынок</em>
<em>магазин «Посад»,</em>
<em>остановки общественного транспорта</em>
<em>аптеки «Здоров’я» и «9-11»</em>
<em>отделение банка «Credit Agricolе»</em>
<em>кафе.</em>
<em>рынок</em></h4>",,simple,0,,,
894,"Продажа дома на Салтовке по ул. Краснодарская в районе Сильпо","<h4><em>Дом расположен в самом большом спальном районе города Харькова.</em>
<em>Жилой фонд!</em>
<em>Рядом находятся:</em>
<em>остановка гор. транспорта</em>
<em>новый жилой комплекс</em>
<em>пруд - место отдыха населения района в теплое время года</em>
<em>вокруг помещения расположен большой спальный район - Салтовка.</em>
<em>Дом разделен на жилую и производственную часть. Везде сделан ремонт, есть все необходимые условия, отопление автономное.</em>
<em>Площадь - 1684,3 кв. м.</em>
<em>1-й этаж - 645,3 кв. м.</em>
<em>2-й этаж - 679,9 кв. м.</em>
<em>подвал - 359,1 кв. м.</em></h4>",,simple,0,,,
920,"Аренда возле станции метро ""Алексеевская""","<h4><em>Помещение расположено на первом этаже отдельно стоящего здания центра отдыха ""Гелиос"".</em>
<em>Есть необходимые коммуникации.</em>
<em>Рядом расположены</em>
<em>Станция метро «Алексеевская»</em>
<em>Остановки гор. транспорта</em>
<em>Супермаркет «Сельпо»</em>
<em>Студгородок</em>
<em>Большой спальный район – Алексеевка</em></h4>",,simple,0,,,
935,"Аренда офиса на Алексеевке","<h4><em>Помещение расположено на втором этаже отдельно стоящего здания центра отдыха ""Гелиос"".</em>
<em>Есть необходимые коммуникации.</em>
<em>Рядом расположены</em>
<em>Станция метро «Алексеевская»</em>
<em>Остановки гор. транспорта</em>
<em>Супермаркет «Сельпо»</em>
<em>Студгородок</em>
<em>Большой спальный район – Алексеевка</em></h4>",,simple,0,,,
946,"Аренда возле метро Студенческая","<h4><em>Аренда помещения, расположенного возле метро ""Студенческая"", по адресу ул. Академика Павлова, 305.</em>
<em>Помещение расположено на проходной аллее, ведущей к метро и рынку.</em>
<em>Рядом расположены</em>
<em>станция метро “Студенческая”</em>
<em>остановки гор. транспорта</em>
<em>рынок</em>
<em>продмаркет “Посад”</em>
<em>магазин “Простор”</em></h4>",,simple,0,,,
958,"Аренда на ул. Рождественской рядом с McDonald's","<h4><em>Аренда помещения на первом этаже торгового центра по адресу г. Харьков, ул. Рождественская, 24 рядом с McDonald's.</em>
<em>В помещении сделан ремонт, есть все необходимые коммуникации.</em>
<em>Улица Энгельса в этом месте отличается  очень оживленным пешеходным и автомобильным трафиком.</em>
<em>Рядом находиться станция метро  «Центральный рынок», «Исторический музей» и «Советская».</em>
<em>В непосредственной близости с помещением расположено Центральный рынок, McDonald's, автовокзал, остановки общественного транспорта, супермаркет «АТБ», управление метрополитена, управление МВД, отделение «УкрСиб банка», «Полтава Банка», «UniCredit Bank».</em>
<em>Площадь -  96,8 кв. м.</em></h4>",,simple,0,,,
993,"Аренда первого этажа в БЦ MILK возле метро Гагарина","<h4><em>Бизнес центр MILK расположен по ул. Молочной, 48 напротив ТЦ ""Таврия В"".</em>
<em>Рядом расположены</em>
<em>станции метро ""Проспект Гагарина"", ""Спортивная"", ""Метростроителей""</em>
<em>остановки гор. транспорта</em>
<em>жд станция Левада</em>
<em>автостанция №1</em>
<em>ТЦ ""Таврия В""</em>
<em>автосалон ""Бавари-моторс""</em></h4>",,simple,0,,,
995,"Аренда бизнес центра MILK возле метро Гагарина","<h4><em>Бизнес центр MILK расположен по ул. Молочной, 48 напротив ТЦ ""Таврия В"".</em>
<em>Бизнес центр состоит из трех этажей, каждый по 300 кв. м.</em>
<em>Рядом расположены</em>
<em>станции метро ""Проспект Гагарина"", ""Спортивная"", ""Метростроителей""</em>
<em>остановки гор. транспорта</em>
<em>жд станция Левада</em>
<em>автостанция №1</em>
<em>ТЦ ""Таврия В""</em>
<em>автосалон ""Бавари-моторс""</em></h4>",,simple,0,,,
996,"Аренда помещения рядом с метро Ботанический сад","<h4><em>Помещение расположено на первом этаже жилого дома.</em>
<em>В помещении сделан ремонт.</em>
<em>Рядом расположены</em>
<em>остановка гор.транспорта</em>
<em>станция метро ""23 августа""</em>
<em>продмаркеты ""АТБ"" и ""Авоська""</em>
<em>кинотеатр им. Довженко</em>
<em>Конатная дорога</em></h4>",,simple,0,,,
1012,"Продажа возле метро Гагарина","<h4><em>Помещение расположено на цокольном этаже жилого дома возле метро Проспект Гагарина</em>
<em>В помещении сделан ремонт, есть отдельная входная группа.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>станция метро ""Проспект Гагарина""</em>
<em>ж/д вокзал ""Левада""</em></h4>",,simple,0,,,
1017,"Аренда на Салтовке возле ТРК ""Украина""","<h4><em>Аренда помещения по дресу г. Харьков, пр. Юбилейный, 56.</em>
<em>Место отличается очень большой проходимостью и плотным автомобильным потоком.</em></h4>
<em>Рябом расположены</em>
<em>остановка гор. транспорта</em>
<em>ТРЦ Украина</em>
<em>кинотеатр ""Кинолэнд""</em>
<em>Охматдет</em>
<em>рынки Привоз и Новосалтовский</em>
<em>супермаркет ""Сильпо""</em>
<em>Якитория</em>",,simple,0,,,
1031,"Продажа здания возле метро Пушкинская","<h4><em>Здание расположено между станциями метро двух веток метрополитена - ""Пушкинская"" и ""Архитектора Бекетова"".</em>
<em>Район расположения отличается высокой деловой активностью и плотностью объектов торговли и питания.</em>
<em>Рядом со зданием расположены</em>
<em>станции метро ""Пушкинская"" и ""Архитектора Бекетова""</em>
<em>остановки гор.транспорта</em>
<em>несколько ВУЗов: Юридическая академия, Фармацевтическая академия, Политехнический университет, Сельскохозяйственный университет, Автодорожный университет</em>
<em>Отделения банков ""Ощадбанк"", ""Правэксбанк"", ""Банк Михайловский"", центральное отделение ""Мегабанка""</em>
<em>Несколько стоматкабинетов и аптек</em></h4>
<em>Техническое состояние</em>
<em>Выполнены фасадные работы по утеплению пенопластом 100 мм., утепление крыши, покраска фасада, установлены два газовых котла автономного отопления, сделана разводка отопления и установлены радиаторы. Здание подключено к коммуникациям, разрешенная электрическая мощность - 55 кВт. Установлена система охранной сигнализации.</em>

<em>Площадь - 944,6 кв. м.</em>
<em>1-й этаж - 182,3 кв. м.</em>
<em>2-й этаж - 183,3 кв. м.</em>
<em>3-й этаж - 190,8 кв. м.</em>
<em>4-й этаж - 190,7 кв. м.</em>
<em>мансарда - 197,5 кв. м.</em>",,simple,0,,,
1061,"Аренда на возле метро ""Индустриальная""","<h4><em>Аренда магазина расположенного на платформе нового автобусного терминала.</em></h4>
<h4><em>Рядом с помещением строится ""черный"" большой магазин АТБ.</em>
<em>Рядом расположены</em>
<em>  станция метро ""Пролетарская""</em>
<em>  остановки и круг общественного транспорта</em>
<em>  новый рынок ""Платформа""</em>
<em>  новый жилой комплекс</em></h4>
<h4><em>В помещении сделан ремонт,  есть вода и канализация, свой сан.узел.</em></h4>",,simple,0,,,
1070,"Аренда помещения Салтовка Харьков","<h4><em>Аренда помещения Салтовка Харьков. </em></h4>
<h4><em>Помещение расположено в одноэтажном нежилом здании.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>отделение банка “Приват банка”</em>
<em>продмаркет “Дигма”</em></h4>
<h4><em>Состояние - кап. ремонт.</em>
<em>Площадь - 340,8 кв. м.</em>
<em>1-й этаж - 263,6 кв. м.</em>
<em>подвал - 77,2 кв. м.</em></h4>",,simple,0,,,
